trackid,track_name,composer,seconds,duracion,bytes,unitprice,albumid,album_title,artistid,artist_name,genreid,genre_name,mediatypeid,mediatype_name,last_update
2711,Save Me (Remix),The Tea Party,396,06:36,13053839,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.244855+00
2712,Fire In The Head,The Tea Party,306,05:06,10005675,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.245912+00
2713,Release,The Tea Party,244,04:04,8014606,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.248092+00
2714,Heaven Coming Down,The Tea Party,241,04:01,7846459,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.249296+00
2715,The River (Remix),The Tea Party,343,05:43,11193268,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.250407+00
2716,Babylon,The Tea Party,169,02:49,5568808,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.251509+00
2717,Waiting On A Sign,The Tea Party,261,04:21,8558590,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.252686+00
2718,Life Line,The Tea Party,277,04:37,9082773,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.254819+00
2719,Paint It Black,Keith Richards/Mick Jagger,214,03:34,7101572,0.99,219,Tangents,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.256534+00
2720,Temptation,The Tea Party,205,03:25,6719465,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.257656+00
2721,Army Ants,The Tea Party,215,03:35,7075838,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.25871+00
2722,Psychopomp,The Tea Party,317,05:17,10351778,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.259756+00
2723,Gyroscope,The Tea Party,177,02:57,5810323,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.260813+00
2724,Alarum,The Tea Party,298,04:58,9712545,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.262063+00
2725,Release,The Tea Party,266,04:26,8725824,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.263799+00
2726,Transmission,The Tea Party,317,05:17,10351152,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.264981+00
2727,Babylon,The Tea Party,292,04:52,9601786,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.266398+00
2728,Pulse,The Tea Party,250,04:10,8183872,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.267639+00
2729,Emerald,The Tea Party,289,04:49,9543789,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.268704+00
2730,Aftermath,The Tea Party,343,05:43,11085607,0.99,220,Transmission,143,The Tea Party,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.270064+00
2731,I Can't Explain,Pete Townshend,125,02:05,4082896,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.271837+00
2732,"Anyway, Anyhow, Anywhere","Pete Townshend, Roger Daltrey",161,02:41,5234173,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.273171+00
2733,My Generation,John Entwistle/Pete Townshend,197,03:17,6446634,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.274294+00
2734,Substitute,Pete Townshend,228,03:48,7409995,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.275372+00
2735,I'm A Boy,Pete Townshend,157,02:37,5120605,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.276437+00
2736,Boris The Spider,John Entwistle,149,02:29,4835202,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.277695+00
2737,Happy Jack,Pete Townshend,132,02:12,4353063,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.279461+00
2738,Pictures Of Lily,Pete Townshend,164,02:44,5329751,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.28057+00
2739,I Can See For Miles,Pete Townshend,262,04:22,8604989,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.281622+00
2740,Magic Bus,Pete Townshend,197,03:17,6452700,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.282661+00
2741,Pinball Wizard,John Entwistle/Pete Townshend,181,03:01,6055580,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.283711+00
2742,The Seeker,Pete Townshend,204,03:24,6736866,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.284754+00
2743,Baba O'Riley,John Entwistle/Pete Townshend,309,05:09,10141660,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.28589+00
2744,Won't Get Fooled Again (Full Length Version),John Entwistle/Pete Townshend,513,08:33,16855521,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.287946+00
2745,Let's See Action,Pete Townshend,243,04:03,8078418,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.289285+00
2746,5.15,Pete Townshend,289,04:49,9458549,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.29089+00
2747,Join Together,Pete Townshend,262,04:22,8602485,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.291984+00
2748,Squeeze Box,Pete Townshend,161,02:41,5256508,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.293223+00
2749,Who Are You (Single Edit Version),John Entwistle/Pete Townshend,299,04:59,9900469,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.295037+00
2750,You Better You Bet,Pete Townshend,338,05:38,11160877,0.99,221,My Generation - The Very Best Of The Who,144,The Who,1,Rock,1,MPEG audio file,2023-01-04 12:05:38.296191+00
2751,Primavera,Genival Cassiano/Silvio Rochael,126,02:06,4152604,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.297274+00
2752,Chocolate,Tim Maia,194,03:14,6411587,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.298335+00
2753,Azul Da Cor Do Mar,Tim Maia,197,03:17,6475007,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.299385+00
2754,O Descobridor Dos Sete Mares,Gilson Mendonça/Michel,262,04:22,8749583,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.300407+00
2755,Até Que Enfim Encontrei Você,Tim Maia,105,01:45,3477751,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.301484+00
2756,Coroné Antonio Bento,"Do Vale, João/Luiz Wanderley",131,02:11,4340326,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.302638+00
2757,New Love,Tim Maia,237,03:57,7786824,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.304703+00
2758,Não Vou Ficar,Tim Maia,172,02:52,5642919,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.306336+00
2759,Música No Ar,Tim Maia,158,02:38,5184891,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.307489+00
2760,Salve Nossa Senhora,Carlos Imperial/Edardo Araújo,115,01:55,3827629,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.308831+00
2761,Você Fugiu,Genival Cassiano,238,03:58,7971147,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.310805+00
2762,Cristina Nº 2,Carlos Imperial/Tim Maia,90,01:30,2978589,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.312271+00
2763,Compadre,Tim Maia,171,02:51,5631446,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.313614+00
2764,Over Again,Tim Maia,200,03:20,6612634,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.314691+00
2765,Réu Confesso,Tim Maia,217,03:37,7189874,0.99,222,Serie Sem Limite (Disc 1),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.31575+00
2766,O Que Me Importa,,153,02:33,4977852,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.3168+00
2767,Gostava Tanto De Você,,253,04:13,8380077,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.317839+00
2768,Você,,242,04:02,7911702,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.318867+00
2769,Não Quero Dinheiro,,152,02:32,5031797,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.320629+00
2770,Eu Amo Você,,242,04:02,7914628,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.322445+00
2771,A Festa Do Santo Reis,,159,02:39,5204995,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.323902+00
2772,I Don't Know What To Do With Myself,,221,03:41,7251478,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.326063+00
2773,Padre Cícero,,139,02:19,4581685,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.327286+00
2774,Nosso Adeus,,206,03:26,6793270,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.328386+00
2775,Canário Do Reino,,139,02:19,4552858,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.329477+00
2776,Preciso Ser Amado,,174,02:54,5618895,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.330554+00
2777,Balanço,,209,03:29,6890327,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.331632+00
2778,Preciso Aprender A Ser Só,,162,02:42,5213894,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.332705+00
2779,Esta É A Canção,,184,03:04,6069933,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.333753+00
2780,Formigueiro,,252,04:12,8455132,0.99,223,Serie Sem Limite (Disc 2),145,Tim Maia,7,Latin,1,MPEG audio file,2023-01-04 12:05:38.334793+00
2781,Comida,Titãs,322,05:22,10786578,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.335942+00
2782,Go Back,Titãs,230,03:50,7668899,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.338087+00
2783,Prá Dizer Adeus,Titãs,222,03:42,7382048,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.339933+00
2784,Família,Titãs,218,03:38,7267458,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.341845+00
2785,Os Cegos Do Castelo,Titãs,296,04:56,9868187,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.34341+00
2786,O Pulso,Titãs,199,03:19,6566998,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.344924+00
2787,Marvin,Titãs,264,04:24,8741444,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.346163+00
2788,Nem 5 Minutos Guardados,Titãs,245,04:05,8143797,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.347244+00
2789,Flores,Titãs,215,03:35,7148017,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.348295+00
2790,Palavras,Titãs,158,02:38,5285715,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.349422+00
2791,Hereditário,Titãs,151,02:31,5020547,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.350462+00
2792,A Melhor Forma,Titãs,191,03:11,6349938,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.351588+00
2793,Cabeça Dinossauro,Titãs,37,00:37,1220930,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.352959+00
2794,32 Dentes,Titãs,184,03:04,6157904,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.354139+00
2795,Bichos Escrotos (Vinheta),Titãs,104,01:44,3503755,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.355434+00
2796,Não Vou Lutar,Titãs,189,03:09,6308613,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.357929+00
2797,Homem Primata (Vinheta),Titãs,34,00:34,1124909,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.359137+00
2798,Homem Primata,Titãs,195,03:15,6486470,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.360315+00
2799,Polícia (Vinheta),Titãs,56,00:56,1824213,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.361426+00
2800,Querem Meu Sangue,Titãs,212,03:32,7069773,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.362576+00
2801,Diversão,Titãs,285,04:45,9531268,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.363689+00
2802,Televisão,Titãs,293,04:53,9776548,0.99,224,Acústico,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.364825+00
2803,Sonifera Ilha,Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto,170,02:50,5678290,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.365887+00
2804,Lugar Nenhum,Arnaldo Antunes/Charles Gavin/Marcelo Fromer/Sérgio Britto/Toni Bellotto,195,03:15,6472780,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.366972+00
2805,Sua Impossivel Chance,Nando Reis,246,04:06,8073248,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.368022+00
2806,Desordem,Charles Gavin/Marcelo Fromer/Sérgio Britto,213,03:33,7067340,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.369152+00
2807,Não Vou Me Adaptar,Arnaldo Antunes,221,03:41,7304656,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.371088+00
2808,Domingo,Sérgio Britto/Toni Bellotto,208,03:28,6883180,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.373475+00
2809,Amanhã Não Se Sabe,Sérgio Britto,189,03:09,6243967,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.375093+00
2810,Caras Como Eu,Toni Bellotto,183,03:03,5999048,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.376239+00
2811,Senhora E Senhor,Arnaldo Anutnes/Marcelo Fromer/Paulo Miklos,203,03:23,6733733,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.377711+00
2812,Era Uma Vez,Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto,224,03:44,7453156,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.378831+00
2813,Miséria,"Arnaldo Antunes/Britto, SergioMiklos, Paulo",262,04:22,8727645,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.379936+00
2814,Insensível,Sérgio Britto,207,03:27,6893664,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.381001+00
2815,Eu E Ela,Nando Reis,276,04:36,9138846,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.382048+00
2816,Toda Cor,Ciro Pressoa/Marcelo Fromer,209,03:29,6939176,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.383097+00
2817,É Preciso Saber Viver,Erasmo Carlos/Roberto Carlos,251,04:11,8271418,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.384156+00
2818,Senhor Delegado/Eu Não Aguento,Antonio Lopes,156,02:36,5277983,0.99,225,Volume Dois,146,Titãs,4,Alternative & Punk,1,MPEG audio file,2023-01-04 12:05:38.385212+00
2819,Battlestar Galactica: The Story So Far,,2622,43:42,490750393,1.99,226,Battlestar Galactica: The Story So Far,147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.387708+00
2820,Occupation / Precipice,,5286,88:06,1054423946,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,19,TV Shows,3,Protected MPEG-4 video file,2023-01-04 12:05:38.39049+00
2821,"Exodus, Pt. 1",,2621,43:41,475079441,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,19,TV Shows,3,Protected MPEG-4 video file,2023-01-04 12:05:38.392059+00
2822,"Exodus, Pt. 2",,2618,43:38,466820021,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,19,TV Shows,3,Protected MPEG-4 video file,2023-01-04 12:05:38.393155+00
2823,Collaborators,,2626,43:46,483484911,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,19,TV Shows,3,Protected MPEG-4 video file,2023-01-04 12:05:38.394226+00
2824,Torn,,2631,43:51,495262585,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,19,TV Shows,3,Protected MPEG-4 video file,2023-01-04 12:05:38.395261+00
2825,A Measure of Salvation,,2563,42:43,489715554,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.396318+00
2826,Hero,,2713,45:13,506896959,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.39737+00
2827,Unfinished Business,,2622,43:42,528499160,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.398414+00
2828,The Passage,,2623,43:43,490375760,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.39943+00
2829,The Eye of Jupiter,,2618,43:38,517909587,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.400475+00
2830,Rapture,,2624,43:44,508406153,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.401497+00
2831,Taking a Break from All Your Worries,,2624,43:44,492700163,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.403153+00
2832,The Woman King,,2626,43:46,552893447,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.40691+00
2833,A Day In the Life,,2620,43:40,462818231,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.408295+00
2834,Dirty Hands,,2627,43:47,537648614,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.409362+00
2835,Maelstrom,,2622,43:42,514154275,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.410422+00
2836,The Son Also Rises,,2621,43:41,499258498,1.99,227,"Battlestar Galactica, Season 3",147,Battlestar Galactica,18,Science Fiction,3,Protected MPEG-4 video file,2023-01-04 12:05:38.411471+00
