invoicelineid,invoiceid,trackid,unitprice,quantity,line_total,last_update
9767,2697,2757,0.99,1,0.99,2023-01-04 12:05:54.631595+00
9768,2697,1694,0.99,1,0.99,2023-01-04 12:05:54.632165+00
9769,2698,2899,1.99,1,1.99,2023-01-04 12:05:54.632745+00
9770,2698,2535,0.99,1,0.99,2023-01-04 12:05:54.633324+00
9771,2698,307,0.99,1,0.99,2023-01-04 12:05:54.633897+00
9772,2698,1404,0.99,1,0.99,2023-01-04 12:05:54.634478+00
9773,2698,1401,0.99,1,0.99,2023-01-04 12:05:54.635052+00
9774,2699,985,0.99,1,0.99,2023-01-04 12:05:54.635654+00
9775,2699,2499,0.99,1,0.99,2023-01-04 12:05:54.636244+00
9776,2699,139,0.99,1,0.99,2023-01-04 12:05:54.636826+00
9777,2699,2012,0.99,1,0.99,2023-01-04 12:05:54.640233+00
9778,2700,473,0.99,1,0.99,2023-01-04 12:05:54.641461+00
9779,2700,95,0.99,1,0.99,2023-01-04 12:05:54.642106+00
9780,2700,2791,0.99,1,0.99,2023-01-04 12:05:54.642724+00
9781,2700,2726,0.99,1,0.99,2023-01-04 12:05:54.643321+00
9782,2701,2220,0.99,1,0.99,2023-01-04 12:05:54.643906+00
9783,2701,2859,1.99,1,1.99,2023-01-04 12:05:54.644488+00
9784,2702,910,0.99,1,0.99,2023-01-04 12:05:54.64507+00
9785,2702,1945,0.99,1,0.99,2023-01-04 12:05:54.645695+00
9786,2702,1308,0.99,1,0.99,2023-01-04 12:05:54.646511+00
9787,2702,2063,0.99,1,0.99,2023-01-04 12:05:54.647166+00
9788,2702,318,0.99,1,0.99,2023-01-04 12:05:54.647752+00
9789,2703,814,0.99,1,0.99,2023-01-04 12:05:54.648338+00
9790,2703,2178,0.99,1,0.99,2023-01-04 12:05:54.648914+00
9791,2703,1417,0.99,1,0.99,2023-01-04 12:05:54.649494+00
9792,2704,2086,0.99,1,0.99,2023-01-04 12:05:54.650072+00
9793,2704,1219,0.99,1,0.99,2023-01-04 12:05:54.650659+00
9794,2705,571,0.99,1,0.99,2023-01-04 12:05:54.651293+00
9795,2705,1211,0.99,1,0.99,2023-01-04 12:05:54.65188+00
9796,2706,595,0.99,1,0.99,2023-01-04 12:05:54.652454+00
9797,2706,66,0.99,1,0.99,2023-01-04 12:05:54.653037+00
9798,2706,2061,0.99,1,0.99,2023-01-04 12:05:54.656662+00
9799,2707,2785,0.99,1,0.99,2023-01-04 12:05:54.657695+00
9800,2707,2342,0.99,1,0.99,2023-01-04 12:05:54.658736+00
9801,2707,1147,0.99,1,0.99,2023-01-04 12:05:54.659355+00
9802,2707,213,0.99,1,0.99,2023-01-04 12:05:54.659955+00
9803,2708,2876,1.99,1,1.99,2023-01-04 12:05:54.660539+00
9804,2708,2223,0.99,1,0.99,2023-01-04 12:05:54.661123+00
9805,2709,1912,0.99,1,0.99,2023-01-04 12:05:54.661768+00
9806,2709,1574,0.99,1,0.99,2023-01-04 12:05:54.662551+00
9807,2709,1542,0.99,1,0.99,2023-01-04 12:05:54.663187+00
9808,2709,1959,0.99,1,0.99,2023-01-04 12:05:54.663773+00
9809,2709,1710,0.99,1,0.99,2023-01-04 12:05:54.664357+00
9810,2710,2129,0.99,1,0.99,2023-01-04 12:05:54.664942+00
9811,2710,1330,0.99,1,0.99,2023-01-04 12:05:54.665515+00
9812,2710,1674,0.99,1,0.99,2023-01-04 12:05:54.666112+00
9813,2711,2796,0.99,1,0.99,2023-01-04 12:05:54.666694+00
9814,2711,363,0.99,1,0.99,2023-01-04 12:05:54.667278+00
9815,2712,1034,0.99,1,0.99,2023-01-04 12:05:54.667864+00
9816,2712,2452,0.99,1,0.99,2023-01-04 12:05:54.668435+00
9817,2712,1951,0.99,1,0.99,2023-01-04 12:05:54.669014+00
9818,2713,214,0.99,1,0.99,2023-01-04 12:05:54.672266+00
9819,2713,2769,0.99,1,0.99,2023-01-04 12:05:54.673272+00
9820,2714,427,0.99,1,0.99,2023-01-04 12:05:54.673934+00
9821,2714,1629,0.99,1,0.99,2023-01-04 12:05:54.67455+00
9822,2715,2836,1.99,1,1.99,2023-01-04 12:05:54.675145+00
9823,2715,533,0.99,1,0.99,2023-01-04 12:05:54.675738+00
9824,2715,594,0.99,1,0.99,2023-01-04 12:05:54.676332+00
9825,2716,1400,0.99,1,0.99,2023-01-04 12:05:54.676923+00
9826,2716,1051,0.99,1,0.99,2023-01-04 12:05:54.677512+00
9827,2717,1634,0.99,1,0.99,2023-01-04 12:05:54.678293+00
9828,2717,1641,0.99,1,0.99,2023-01-04 12:05:54.678998+00
9829,2718,2765,0.99,1,0.99,2023-01-04 12:05:54.679606+00
9830,2718,329,0.99,1,0.99,2023-01-04 12:05:54.680203+00
9831,2718,2568,0.99,1,0.99,2023-01-04 12:05:54.680803+00
9832,2719,2348,0.99,1,0.99,2023-01-04 12:05:54.6814+00
9833,2719,2737,0.99,1,0.99,2023-01-04 12:05:54.681988+00
9834,2719,393,0.99,1,0.99,2023-01-04 12:05:54.68257+00
9835,2719,1691,0.99,1,0.99,2023-01-04 12:05:54.683157+00
9836,2720,2177,0.99,1,0.99,2023-01-04 12:05:54.683734+00
9837,2720,1989,0.99,1,0.99,2023-01-04 12:05:54.684311+00
9838,2720,2324,0.99,1,0.99,2023-01-04 12:05:54.684894+00
9839,2720,343,0.99,1,0.99,2023-01-04 12:05:54.687547+00
9840,2721,618,0.99,1,0.99,2023-01-04 12:05:54.688945+00
9841,2721,1267,0.99,1,0.99,2023-01-04 12:05:54.690054+00
9842,2721,1006,0.99,1,0.99,2023-01-04 12:05:54.690679+00
9843,2721,685,0.99,1,0.99,2023-01-04 12:05:54.691282+00
9844,2721,2522,0.99,1,0.99,2023-01-04 12:05:54.691876+00
9845,2722,2434,0.99,1,0.99,2023-01-04 12:05:54.692459+00
9846,2722,1178,0.99,1,0.99,2023-01-04 12:05:54.693044+00
9847,2722,90,0.99,1,0.99,2023-01-04 12:05:54.693712+00
9848,2723,754,0.99,1,0.99,2023-01-04 12:05:54.69452+00
9849,2724,2886,1.99,1,1.99,2023-01-04 12:05:54.695184+00
9850,2724,733,0.99,1,0.99,2023-01-04 12:05:54.695806+00
9851,2724,1168,0.99,1,0.99,2023-01-04 12:05:54.696384+00
9852,2724,2879,1.99,1,1.99,2023-01-04 12:05:54.696969+00
9853,2724,694,0.99,1,0.99,2023-01-04 12:05:54.697545+00
9854,2725,2434,0.99,1,0.99,2023-01-04 12:05:54.698128+00
9855,2726,1506,0.99,1,0.99,2023-01-04 12:05:54.698711+00
9856,2726,2886,1.99,1,1.99,2023-01-04 12:05:54.699285+00
9857,2726,2814,0.99,1,0.99,2023-01-04 12:05:54.699866+00
9858,2726,950,0.99,1,0.99,2023-01-04 12:05:54.700447+00
9859,2726,2085,0.99,1,0.99,2023-01-04 12:05:54.702905+00
9860,2727,2470,0.99,1,0.99,2023-01-04 12:05:54.703943+00
9861,2727,2510,0.99,1,0.99,2023-01-04 12:05:54.705506+00
9862,2727,1135,0.99,1,0.99,2023-01-04 12:05:54.706613+00
9863,2727,997,0.99,1,0.99,2023-01-04 12:05:54.707267+00
9864,2728,2299,0.99,1,0.99,2023-01-04 12:05:54.707874+00
9865,2729,2338,0.99,1,0.99,2023-01-04 12:05:54.708462+00
9866,2729,364,0.99,1,0.99,2023-01-04 12:05:54.70905+00
9867,2729,1213,0.99,1,0.99,2023-01-04 12:05:54.709645+00
9868,2730,182,0.99,1,0.99,2023-01-04 12:05:54.710511+00
9869,2730,170,0.99,1,0.99,2023-01-04 12:05:54.711191+00
9870,2731,2417,0.99,1,0.99,2023-01-04 12:05:54.711794+00
9871,2731,1930,0.99,1,0.99,2023-01-04 12:05:54.712377+00
9872,2732,2813,0.99,1,0.99,2023-01-04 12:05:54.712964+00
9873,2732,1636,0.99,1,0.99,2023-01-04 12:05:54.713552+00
9874,2732,976,0.99,1,0.99,2023-01-04 12:05:54.714128+00
9875,2732,1331,0.99,1,0.99,2023-01-04 12:05:54.714714+00
9876,2732,973,0.99,1,0.99,2023-01-04 12:05:54.715294+00
9877,2733,426,0.99,1,0.99,2023-01-04 12:05:54.715879+00
9878,2733,374,0.99,1,0.99,2023-01-04 12:05:54.71646+00
9879,2733,27,0.99,1,0.99,2023-01-04 12:05:54.718912+00
9880,2733,473,0.99,1,0.99,2023-01-04 12:05:54.719713+00
9881,2734,2419,0.99,1,0.99,2023-01-04 12:05:54.720591+00
9882,2734,468,0.99,1,0.99,2023-01-04 12:05:54.721991+00
9883,2734,1811,0.99,1,0.99,2023-01-04 12:05:54.722771+00
9884,2735,729,0.99,1,0.99,2023-01-04 12:05:54.72338+00
9885,2735,796,0.99,1,0.99,2023-01-04 12:05:54.723976+00
9886,2736,2935,0.99,1,0.99,2023-01-04 12:05:54.724578+00
9887,2736,181,0.99,1,0.99,2023-01-04 12:05:54.725182+00
9888,2737,463,0.99,1,0.99,2023-01-04 12:05:54.725881+00
9889,2737,1049,0.99,1,0.99,2023-01-04 12:05:54.726655+00
9890,2738,689,0.99,1,0.99,2023-01-04 12:05:54.727269+00
9891,2738,1257,0.99,1,0.99,2023-01-04 12:05:54.727862+00
9892,2739,2260,0.99,1,0.99,2023-01-04 12:05:54.728453+00
9893,2739,2257,0.99,1,0.99,2023-01-04 12:05:54.729032+00
9894,2739,596,0.99,1,0.99,2023-01-04 12:05:54.729621+00
9895,2739,2867,1.99,1,1.99,2023-01-04 12:05:54.730201+00
9896,2740,314,0.99,1,0.99,2023-01-04 12:05:54.730791+00
9897,2740,125,0.99,1,0.99,2023-01-04 12:05:54.731382+00
9898,2740,1573,0.99,1,0.99,2023-01-04 12:05:54.731964+00
9899,2741,2730,0.99,1,0.99,2023-01-04 12:05:54.732548+00
9900,2741,1347,0.99,1,0.99,2023-01-04 12:05:54.735278+00
9901,2741,569,0.99,1,0.99,2023-01-04 12:05:54.736048+00
9902,2742,1313,0.99,1,0.99,2023-01-04 12:05:54.736664+00
9903,2742,2241,0.99,1,0.99,2023-01-04 12:05:54.737834+00
9904,2742,1255,0.99,1,0.99,2023-01-04 12:05:54.738939+00
9905,2742,1261,0.99,1,0.99,2023-01-04 12:05:54.739611+00
9906,2743,1329,0.99,1,0.99,2023-01-04 12:05:54.740229+00
9907,2744,605,0.99,1,0.99,2023-01-04 12:05:54.740819+00
9908,2744,2573,0.99,1,0.99,2023-01-04 12:05:54.741406+00
9909,2744,1590,0.99,1,0.99,2023-01-04 12:05:54.742182+00
9910,2744,151,0.99,1,0.99,2023-01-04 12:05:54.742895+00
9911,2745,223,0.99,1,0.99,2023-01-04 12:05:54.743502+00
9912,2745,2413,0.99,1,0.99,2023-01-04 12:05:54.744085+00
9913,2745,2319,0.99,1,0.99,2023-01-04 12:05:54.74466+00
9914,2745,766,0.99,1,0.99,2023-01-04 12:05:54.745239+00
9915,2746,671,0.99,1,0.99,2023-01-04 12:05:54.74582+00
9916,2746,1411,0.99,1,0.99,2023-01-04 12:05:54.746394+00
9917,2746,113,0.99,1,0.99,2023-01-04 12:05:54.746978+00
9918,2746,443,0.99,1,0.99,2023-01-04 12:05:54.747559+00
9919,2746,1122,0.99,1,0.99,2023-01-04 12:05:54.748156+00
9920,2747,245,0.99,1,0.99,2023-01-04 12:05:54.75052+00
9921,2747,868,0.99,1,0.99,2023-01-04 12:05:54.75131+00
9922,2747,2037,0.99,1,0.99,2023-01-04 12:05:54.752016+00
9923,2747,2978,0.99,1,0.99,2023-01-04 12:05:54.752631+00
9924,2747,237,0.99,1,0.99,2023-01-04 12:05:54.753215+00
9925,2747,1909,0.99,1,0.99,2023-01-04 12:05:54.754741+00
9926,2748,445,0.99,1,0.99,2023-01-04 12:05:54.755731+00
9927,2748,1310,0.99,1,0.99,2023-01-04 12:05:54.756429+00
9928,2748,31,0.99,1,0.99,2023-01-04 12:05:54.757039+00
9929,2749,769,0.99,1,0.99,2023-01-04 12:05:54.757642+00
9930,2749,631,0.99,1,0.99,2023-01-04 12:05:54.758529+00
9931,2749,2797,0.99,1,0.99,2023-01-04 12:05:54.759194+00
9932,2749,1477,0.99,1,0.99,2023-01-04 12:05:54.759795+00
9933,2749,2986,0.99,1,0.99,2023-01-04 12:05:54.760379+00
9934,2749,2233,0.99,1,0.99,2023-01-04 12:05:54.760955+00
9935,2750,1708,0.99,1,0.99,2023-01-04 12:05:54.761542+00
9936,2750,2627,0.99,1,0.99,2023-01-04 12:05:54.762117+00
9937,2750,957,0.99,1,0.99,2023-01-04 12:05:54.762695+00
9938,2750,291,0.99,1,0.99,2023-01-04 12:05:54.763274+00
9939,2750,2583,0.99,1,0.99,2023-01-04 12:05:54.763852+00
9940,2750,2630,0.99,1,0.99,2023-01-04 12:05:54.766211+00
9941,2751,2318,0.99,1,0.99,2023-01-04 12:05:54.767046+00
9942,2751,633,0.99,1,0.99,2023-01-04 12:05:54.767701+00
9943,2751,2913,1.99,1,1.99,2023-01-04 12:05:54.768308+00
9944,2751,1845,0.99,1,0.99,2023-01-04 12:05:54.768895+00
9945,2752,2143,0.99,1,0.99,2023-01-04 12:05:54.769481+00
9946,2753,1191,0.99,1,0.99,2023-01-04 12:05:54.77007+00
9947,2753,1232,0.99,1,0.99,2023-01-04 12:05:54.771208+00
9948,2754,141,0.99,1,0.99,2023-01-04 12:05:54.772236+00
9949,2754,2745,0.99,1,0.99,2023-01-04 12:05:54.772899+00
9950,2754,1946,0.99,1,0.99,2023-01-04 12:05:54.773533+00
9951,2754,1082,0.99,1,0.99,2023-01-04 12:05:54.774145+00
9952,2755,1485,0.99,1,0.99,2023-01-04 12:05:54.774749+00
9953,2755,2952,0.99,1,0.99,2023-01-04 12:05:54.775333+00
9954,2755,72,0.99,1,0.99,2023-01-04 12:05:54.775913+00
9955,2756,2182,0.99,1,0.99,2023-01-04 12:05:54.776498+00
9956,2756,171,0.99,1,0.99,2023-01-04 12:05:54.777078+00
9957,2756,1387,0.99,1,0.99,2023-01-04 12:05:54.777656+00
9958,2756,2513,0.99,1,0.99,2023-01-04 12:05:54.778235+00
9959,2756,1444,0.99,1,0.99,2023-01-04 12:05:54.778825+00
9960,2757,2129,0.99,1,0.99,2023-01-04 12:05:54.779406+00
9961,2757,2443,0.99,1,0.99,2023-01-04 12:05:54.780025+00
9962,2757,1635,0.99,1,0.99,2023-01-04 12:05:54.782186+00
9963,2757,2112,0.99,1,0.99,2023-01-04 12:05:54.782915+00
9964,2758,520,0.99,1,0.99,2023-01-04 12:05:54.783524+00
9965,2758,2681,0.99,1,0.99,2023-01-04 12:05:54.7841+00
9966,2758,1423,0.99,1,0.99,2023-01-04 12:05:54.784679+00
9967,2758,2927,0.99,1,0.99,2023-01-04 12:05:54.785258+00
9968,2758,1624,0.99,1,0.99,2023-01-04 12:05:54.78583+00
9969,2758,2309,0.99,1,0.99,2023-01-04 12:05:54.78641+00
9970,2758,2822,1.99,1,1.99,2023-01-04 12:05:54.787277+00
9971,2759,287,0.99,1,0.99,2023-01-04 12:05:54.788494+00
9972,2760,543,0.99,1,0.99,2023-01-04 12:05:54.7892+00
9973,2760,1459,0.99,1,0.99,2023-01-04 12:05:54.789934+00
9974,2760,268,0.99,1,0.99,2023-01-04 12:05:54.790729+00
9975,2760,594,0.99,1,0.99,2023-01-04 12:05:54.79134+00
9976,2761,2467,0.99,1,0.99,2023-01-04 12:05:54.791917+00
9977,2761,2706,0.99,1,0.99,2023-01-04 12:05:54.7925+00
9978,2761,2088,0.99,1,0.99,2023-01-04 12:05:54.793076+00
9979,2761,2244,0.99,1,0.99,2023-01-04 12:05:54.793646+00
9980,2761,2232,0.99,1,0.99,2023-01-04 12:05:54.794236+00
9981,2762,2155,0.99,1,0.99,2023-01-04 12:05:54.794821+00
9982,2762,2437,0.99,1,0.99,2023-01-04 12:05:54.795392+00
9983,2762,1526,0.99,1,0.99,2023-01-04 12:05:54.795967+00
9984,2763,1501,0.99,1,0.99,2023-01-04 12:05:54.798183+00
9985,2763,1890,0.99,1,0.99,2023-01-04 12:05:54.798912+00
9986,2763,612,0.99,1,0.99,2023-01-04 12:05:54.799548+00
9987,2764,941,0.99,1,0.99,2023-01-04 12:05:54.800167+00
9988,2764,1822,0.99,1,0.99,2023-01-04 12:05:54.80075+00
9989,2764,2899,1.99,1,1.99,2023-01-04 12:05:54.801331+00
9990,2765,1875,0.99,1,0.99,2023-01-04 12:05:54.801904+00
9991,2765,306,0.99,1,0.99,2023-01-04 12:05:54.802479+00
9992,2765,1056,0.99,1,0.99,2023-01-04 12:05:54.803069+00
9993,2765,2661,0.99,1,0.99,2023-01-04 12:05:54.803897+00
9994,2766,1754,0.99,1,0.99,2023-01-04 12:05:54.805525+00
9995,2766,1553,0.99,1,0.99,2023-01-04 12:05:54.806339+00
9996,2766,1744,0.99,1,0.99,2023-01-04 12:05:54.807008+00
9997,2766,815,0.99,1,0.99,2023-01-04 12:05:54.807858+00
9998,2767,2603,0.99,1,0.99,2023-01-04 12:05:54.808789+00
9999,2767,1813,0.99,1,0.99,2023-01-04 12:05:54.809411+00
10000,2767,2564,0.99,1,0.99,2023-01-04 12:05:54.810001+00
10001,2767,1457,0.99,1,0.99,2023-01-04 12:05:54.810598+00
10002,2768,2426,0.99,1,0.99,2023-01-04 12:05:54.81121+00
10003,2768,2978,0.99,1,0.99,2023-01-04 12:05:54.811793+00
10004,2769,1969,0.99,1,0.99,2023-01-04 12:05:54.813989+00
10005,2769,1637,0.99,1,0.99,2023-01-04 12:05:54.814785+00
10006,2770,124,0.99,1,0.99,2023-01-04 12:05:54.815422+00
10007,2770,682,0.99,1,0.99,2023-01-04 12:05:54.816018+00
10008,2770,92,0.99,1,0.99,2023-01-04 12:05:54.81661+00
10009,2771,2819,1.99,1,1.99,2023-01-04 12:05:54.817192+00
10010,2771,1704,0.99,1,0.99,2023-01-04 12:05:54.817766+00
10011,2771,2242,0.99,1,0.99,2023-01-04 12:05:54.818343+00
10012,2772,305,0.99,1,0.99,2023-01-04 12:05:54.818912+00
10013,2772,2505,0.99,1,0.99,2023-01-04 12:05:54.819492+00
10014,2772,827,0.99,1,0.99,2023-01-04 12:05:54.820071+00
10015,2773,3000,0.99,1,0.99,2023-01-04 12:05:54.821313+00
10016,2774,172,0.99,1,0.99,2023-01-04 12:05:54.822343+00
10017,2775,795,0.99,1,0.99,2023-01-04 12:05:54.822989+00
10018,2775,2998,0.99,1,0.99,2023-01-04 12:05:54.823618+00
10019,2776,2254,0.99,1,0.99,2023-01-04 12:05:54.824204+00
10020,2776,2143,0.99,1,0.99,2023-01-04 12:05:54.824789+00
10021,2776,1373,0.99,1,0.99,2023-01-04 12:05:54.825367+00
10022,2776,2083,0.99,1,0.99,2023-01-04 12:05:54.825943+00
10023,2777,822,0.99,1,0.99,2023-01-04 12:05:54.826522+00
10024,2777,1404,0.99,1,0.99,2023-01-04 12:05:54.827096+00
10025,2777,43,0.99,1,0.99,2023-01-04 12:05:54.827678+00
10026,2778,2458,0.99,1,0.99,2023-01-04 12:05:54.830087+00
10027,2778,594,0.99,1,0.99,2023-01-04 12:05:54.831156+00
10028,2778,1952,0.99,1,0.99,2023-01-04 12:05:54.831943+00
10029,2779,1693,0.99,1,0.99,2023-01-04 12:05:54.832545+00
10030,2779,783,0.99,1,0.99,2023-01-04 12:05:54.833143+00
10031,2779,784,0.99,1,0.99,2023-01-04 12:05:54.833733+00
10032,2779,1388,0.99,1,0.99,2023-01-04 12:05:54.834315+00
10033,2779,2206,0.99,1,0.99,2023-01-04 12:05:54.834895+00
10034,2780,719,0.99,1,0.99,2023-01-04 12:05:54.835469+00
10035,2780,288,0.99,1,0.99,2023-01-04 12:05:54.83606+00
10036,2780,238,0.99,1,0.99,2023-01-04 12:05:54.83664+00
10037,2780,634,0.99,1,0.99,2023-01-04 12:05:54.837972+00
10038,2780,1353,0.99,1,0.99,2023-01-04 12:05:54.838988+00
10039,2780,2842,1.99,1,1.99,2023-01-04 12:05:54.839698+00
10040,2781,2894,1.99,1,1.99,2023-01-04 12:05:54.84031+00
10041,2781,320,0.99,1,0.99,2023-01-04 12:05:54.840892+00
10042,2781,324,0.99,1,0.99,2023-01-04 12:05:54.841477+00
10043,2782,124,0.99,1,0.99,2023-01-04 12:05:54.842055+00
10044,2782,372,0.99,1,0.99,2023-01-04 12:05:54.84263+00
10045,2783,2796,0.99,1,0.99,2023-01-04 12:05:54.843214+00
10046,2783,1491,0.99,1,0.99,2023-01-04 12:05:54.843802+00
10047,2783,1101,0.99,1,0.99,2023-01-04 12:05:54.846394+00
10048,2784,2587,0.99,1,0.99,2023-01-04 12:05:54.847191+00
10049,2785,2937,0.99,1,0.99,2023-01-04 12:05:54.847805+00
10050,2785,790,0.99,1,0.99,2023-01-04 12:05:54.848887+00
10051,2785,1129,0.99,1,0.99,2023-01-04 12:05:54.8495+00
10052,2786,2341,0.99,1,0.99,2023-01-04 12:05:54.850083+00
10053,2786,105,0.99,1,0.99,2023-01-04 12:05:54.85067+00
10054,2786,363,0.99,1,0.99,2023-01-04 12:05:54.851273+00
10055,2786,1446,0.99,1,0.99,2023-01-04 12:05:54.851856+00
10056,2786,2249,0.99,1,0.99,2023-01-04 12:05:54.852437+00
10057,2786,1745,0.99,1,0.99,2023-01-04 12:05:54.853013+00
10058,2787,1789,0.99,1,0.99,2023-01-04 12:05:54.853972+00
10059,2787,2227,0.99,1,0.99,2023-01-04 12:05:54.855186+00
10060,2787,2865,1.99,1,1.99,2023-01-04 12:05:54.855943+00
10061,2788,979,0.99,1,0.99,2023-01-04 12:05:54.856557+00
10062,2788,1507,0.99,1,0.99,2023-01-04 12:05:54.857152+00
10063,2789,180,0.99,1,0.99,2023-01-04 12:05:54.857741+00
10064,2789,2165,0.99,1,0.99,2023-01-04 12:05:54.858326+00
10065,2789,1345,0.99,1,0.99,2023-01-04 12:05:54.858915+00
10066,2789,1683,0.99,1,0.99,2023-01-04 12:05:54.859559+00
10067,2789,2176,0.99,1,0.99,2023-01-04 12:05:54.861811+00
10068,2790,763,0.99,1,0.99,2023-01-04 12:05:54.862595+00
10069,2790,1918,0.99,1,0.99,2023-01-04 12:05:54.863241+00
10070,2790,1022,0.99,1,0.99,2023-01-04 12:05:54.863838+00
10071,2790,136,0.99,1,0.99,2023-01-04 12:05:54.864429+00
10072,2790,1496,0.99,1,0.99,2023-01-04 12:05:54.865009+00
10073,2791,506,0.99,1,0.99,2023-01-04 12:05:54.865613+00
10074,2791,718,0.99,1,0.99,2023-01-04 12:05:54.866196+00
10075,2791,2436,0.99,1,0.99,2023-01-04 12:05:54.866769+00
10076,2791,2532,0.99,1,0.99,2023-01-04 12:05:54.867352+00
10077,2792,240,0.99,1,0.99,2023-01-04 12:05:54.867925+00
10078,2792,1893,0.99,1,0.99,2023-01-04 12:05:54.868505+00
10079,2793,2963,0.99,1,0.99,2023-01-04 12:05:54.869086+00
10080,2793,2246,0.99,1,0.99,2023-01-04 12:05:54.869715+00
10081,2793,1517,0.99,1,0.99,2023-01-04 12:05:54.873013+00
10082,2793,1590,0.99,1,0.99,2023-01-04 12:05:54.873787+00
10083,2794,2646,0.99,1,0.99,2023-01-04 12:05:54.874396+00
10084,2794,410,0.99,1,0.99,2023-01-04 12:05:54.874983+00
10085,2795,725,0.99,1,0.99,2023-01-04 12:05:54.875566+00
10086,2795,917,0.99,1,0.99,2023-01-04 12:05:54.876145+00
10087,2795,2571,0.99,1,0.99,2023-01-04 12:05:54.876721+00
10088,2795,1522,0.99,1,0.99,2023-01-04 12:05:54.877295+00
10089,2796,1424,0.99,1,0.99,2023-01-04 12:05:54.877869+00
10090,2796,2280,0.99,1,0.99,2023-01-04 12:05:54.878437+00
10091,2797,1692,0.99,1,0.99,2023-01-04 12:05:54.879016+00
10092,2797,947,0.99,1,0.99,2023-01-04 12:05:54.8796+00
10093,2797,1889,0.99,1,0.99,2023-01-04 12:05:54.880176+00
10094,2797,1803,0.99,1,0.99,2023-01-04 12:05:54.880745+00
10095,2797,1785,0.99,1,0.99,2023-01-04 12:05:54.88131+00
10096,2797,2174,0.99,1,0.99,2023-01-04 12:05:54.881887+00
10097,2798,1650,0.99,1,0.99,2023-01-04 12:05:54.88246+00
10098,2798,2092,0.99,1,0.99,2023-01-04 12:05:54.88303+00
10099,2798,1606,0.99,1,0.99,2023-01-04 12:05:54.883608+00
10100,2798,1586,0.99,1,0.99,2023-01-04 12:05:54.884178+00
10101,2799,1228,0.99,1,0.99,2023-01-04 12:05:54.884746+00
10102,2799,402,0.99,1,0.99,2023-01-04 12:05:54.885331+00
10103,2799,1627,0.99,1,0.99,2023-01-04 12:05:54.888584+00
10104,2800,865,0.99,1,0.99,2023-01-04 12:05:54.889626+00
10105,2800,1370,0.99,1,0.99,2023-01-04 12:05:54.890263+00
10106,2801,2821,1.99,1,1.99,2023-01-04 12:05:54.890861+00
10107,2801,228,0.99,1,0.99,2023-01-04 12:05:54.891451+00
10108,2801,1096,0.99,1,0.99,2023-01-04 12:05:54.892032+00
10109,2801,675,0.99,1,0.99,2023-01-04 12:05:54.892607+00
10110,2801,2837,1.99,1,1.99,2023-01-04 12:05:54.89319+00
10111,2801,305,0.99,1,0.99,2023-01-04 12:05:54.893782+00
10112,2801,823,0.99,1,0.99,2023-01-04 12:05:54.894362+00
10113,2802,2628,0.99,1,0.99,2023-01-04 12:05:54.894958+00
10114,2802,1339,0.99,1,0.99,2023-01-04 12:05:54.895538+00
10115,2802,2497,0.99,1,0.99,2023-01-04 12:05:54.896117+00
10116,2803,871,0.99,1,0.99,2023-01-04 12:05:54.896702+00
10117,2803,971,0.99,1,0.99,2023-01-04 12:05:54.897274+00
10118,2803,1938,0.99,1,0.99,2023-01-04 12:05:54.897854+00
10119,2803,1176,0.99,1,0.99,2023-01-04 12:05:54.898435+00
10120,2803,435,0.99,1,0.99,2023-01-04 12:05:54.899015+00
10121,2803,1526,0.99,1,0.99,2023-01-04 12:05:54.899588+00
10122,2804,1263,0.99,1,0.99,2023-01-04 12:05:54.900159+00
10123,2804,785,0.99,1,0.99,2023-01-04 12:05:54.900736+00
10124,2805,893,0.99,1,0.99,2023-01-04 12:05:54.901328+00
10125,2805,2524,0.99,1,0.99,2023-01-04 12:05:54.903735+00
10126,2805,900,0.99,1,0.99,2023-01-04 12:05:54.905401+00
10127,2805,1686,0.99,1,0.99,2023-01-04 12:05:54.906432+00
10128,2806,2953,0.99,1,0.99,2023-01-04 12:05:54.907053+00
10129,2806,2465,0.99,1,0.99,2023-01-04 12:05:54.907647+00
10130,2806,1348,0.99,1,0.99,2023-01-04 12:05:54.90825+00
10131,2806,526,0.99,1,0.99,2023-01-04 12:05:54.908837+00
10132,2806,1095,0.99,1,0.99,2023-01-04 12:05:54.90942+00
10133,2807,2817,0.99,1,0.99,2023-01-04 12:05:54.909995+00
10134,2807,1570,0.99,1,0.99,2023-01-04 12:05:54.910572+00
10135,2807,1186,0.99,1,0.99,2023-01-04 12:05:54.911142+00
10136,2807,571,0.99,1,0.99,2023-01-04 12:05:54.911722+00
10137,2807,231,0.99,1,0.99,2023-01-04 12:05:54.912316+00
10138,2807,2455,0.99,1,0.99,2023-01-04 12:05:54.912894+00
10139,2807,2465,0.99,1,0.99,2023-01-04 12:05:54.913474+00
10140,2807,753,0.99,1,0.99,2023-01-04 12:05:54.914041+00
10141,2808,2777,0.99,1,0.99,2023-01-04 12:05:54.914618+00
10142,2808,2486,0.99,1,0.99,2023-01-04 12:05:54.915193+00
10143,2808,180,0.99,1,0.99,2023-01-04 12:05:54.915764+00
10144,2809,797,0.99,1,0.99,2023-01-04 12:05:54.916345+00
10145,2809,2540,0.99,1,0.99,2023-01-04 12:05:54.916921+00
10146,2809,2207,0.99,1,0.99,2023-01-04 12:05:54.919207+00
